name,overall,position,value,value_predicted,difference
Y. Mvogo,75,1,5.5,5.038299383914311,0.4617006160856887
K. Nwakali,67,4,2.3,1.829433210395177,0.4705667896048229
J. King,75,4,5.5,5.006221019644519,0.49377898035548107
G. Raspadori,75,4,12.500000000000002,11.991000158528692,0.5089998414713097
L. Amos,67,3,2.1,1.5887550238155745,0.5112449761844255
João Basso,69,2,2.9,2.38867251562274,0.5113274843772597
M. Livaja,76,4,7.999999999999998,7.487401359371018,0.5125986406289806
A. Iwobi,76,4,9.500000000000002,8.980705842120194,0.5192941578798074
C. Kabasele,75,2,4.6,4.075163099615965,0.5248369003840345
M. Sanson,76,4,9.000000000000002,8.47305799569166,0.5269420043083421
M. Kranevitter,76,3,6.999999999999999,6.468147032894965,0.531852967105034
San Román,67,1,2.0,1.463147603388325,0.5368523966116749
M. Niang,75,4,7.499999999999999,6.940297002163369,0.5597029978366299
R. Mandragora,75,3,9.000000000000002,8.41183578585692,0.588164214143081
A. Bayındır,76,1,9.500000000000002,8.906817165912877,0.5931828340871252
Rúben Vezo,75,2,6.499999999999999,5.902112014518094,0.597887985481905
L. Fernández,74,4,9.500000000000002,8.897270723016007,0.6027292769839949
M. Lowton,76,2,4.999999999999999,4.392385416558203,0.6076145834417961
M. Ojeda,75,4,11.499999999999998,10.871250757672897,0.6287492423271015
A. Vega,74,4,8.5,7.865830598112729,0.634169401887271
João Moutinho,80,3,9.500000000000002,8.86456990003923,0.6354300999607716
K. Furuhashi,75,3,7.499999999999999,6.861341713530478,0.6386582864695214
G. Caprari,76,4,7.999999999999998,7.352325740909795,0.6476742590902029
J. Simpson,68,2,2.5,1.8412949566053902,0.6587050433946098
J. Gouweleeuw,76,2,6.499999999999999,5.836716690568497,0.6632833094315025
Lyanco,72,2,4.9,4.2316882890735545,0.6683117109264458
Cote,76,2,5.5,4.8198346422327285,0.6801653577672715
D. Greif,72,1,4.5,3.8078019536633696,0.6921980463366304
J. Carrascal,74,4,8.5,7.761184095016621,0.7388159049833787
B. Traoré,77,3,11.499999999999998,10.759624613678978,0.7403753863210198
M. Caldara,76,2,6.999999999999999,6.255627410292903,0.7443725897070959
L. Augustinsson,76,2,7.999999999999998,7.21674831604596,0.7832516839540382
W. Hoedt,76,2,7.999999999999998,7.21242655242492,0.7875734475750784
A. Mitrović,76,4,9.000000000000002,8.199998653078996,0.8000013469210057
E. Ndicka,78,2,20.5,19.694696049804893,0.8053039501951069
G. Berterame,75,4,11.499999999999998,10.662009184625669,0.8379908153743294
T. Walcott,75,3,4.5,3.659158125769807,0.8408418742301929
L. Milivojević,76,3,6.499999999999999,5.6457688256320875,0.8542311743679116
C. Adams,76,4,11.499999999999998,10.630832989848509,0.8691670101514894
O. Yokuşlu,76,3,8.5,7.628449097997746,0.8715509020022543
A. Lunin,74,1,7.999999999999998,7.117812044103361,0.8821879558966375
B. Sosa,77,2,13.999999999999996,13.102559897195096,0.8974401028049002
J. Pešek,76,3,7.499999999999999,6.586176378607492,0.9138236213925071
C. Benteke,75,4,5.5,4.576772694399436,0.9232273056005642
T. Cairney,75,4,5.5,4.551093363742291,0.9489066362577088
J. Guðmundsson,75,3,5.5,4.549688796986199,0.9503112030138006
N. Chadli,76,3,6.0,5.013046323172304,0.9869536768276959
F. Dimarco,77,2,15.0,13.95448709540198,1.04551290459802
S. Zaza,75,4,5.5,4.436551642193171,1.0634483578068288
André Almeida,76,2,6.499999999999999,5.301587750341821,1.198412249658178
Córdoba,76,3,11.499999999999998,10.298601934629025,1.2013980653709737
Juan Mata,77,4,6.499999999999999,5.284506671385592,1.2154933286144072
P. Nardi,75,1,6.0,4.759288654926042,1.240711345073958
P. Aquino,76,3,9.500000000000002,8.25305000394952,1.246949996050482
J. Veerman,77,3,17.0,15.737711817556445,1.2622881824435552
A. Morelos,76,4,11.000000000000002,9.721512439848272,1.2784875601517296
A. Ogbonna,80,2,10.000000000000002,8.695930648333071,1.3040693516669304
S. Serdar,76,3,11.499999999999998,10.17638122934003,1.3236187706599676
A. Maier,74,3,9.500000000000002,8.176279081340804,1.3237209186591983
V. Aboubakar,76,4,7.499999999999999,6.160792640001352,1.339207359998647
W. McKennie,78,3,20.5,18.979082841742734,1.5209171582572658
Thiago Mendes,77,3,9.000000000000002,7.444743975650502,1.5552560243495002
Ansu Fati,78,4,32.5,30.924086262282447,1.5759137377175527
J. Beauguel,76,4,7.499999999999999,5.896654092109589,1.60334590789041
O. Kabak,75,2,12.0,10.384753909530245,1.6152460904697552
L. Krejčí,75,2,12.0,10.269254714360201,1.7307452856397987
L. Majer,77,4,15.999999999999998,14.227668209155151,1.7723317908448468
J. Cuadrado,83,2,18.999999999999996,17.205488364931814,1.794511635068183
X. Schlager,80,3,27.500000000000004,25.698455925962836,1.8015440740371673
G. Trauner,77,2,9.000000000000002,7.18287889157097,1.8171211084290322
F. Bustos,77,3,13.0,11.153488943497175,1.846511056502825
N. Milenković,77,2,15.0,13.142938497481389,1.8570615025186115
Sergi Gómez,77,2,9.000000000000002,7.080839298035152,1.9191607019648496
G. Mamardashvili,76,1,13.999999999999996,12.065528567674194,1.934471432325802
J. Mæhle,77,2,13.999999999999996,12.05164432221845,1.9483556777815458
M. Dúbravka,80,1,10.5,8.536438378364593,1.9635616216354066
J. Tavernier,77,2,9.500000000000002,7.427412061571604,2.0725879384283976
T. Meunier,77,2,9.500000000000002,7.384490133243525,2.1155098667564767
Neto,81,1,13.5,11.36824176905853,2.13175823094147
Guilson Paiva,78,3,15.499999999999998,13.362592959886815,2.1374070401131835
Enzo Chissano,77,2,9.500000000000002,7.358142054858136,2.141857945141866
Silas,75,4,12.500000000000002,10.267331334139586,2.232668665860416
S. Kritsyuk,78,1,9.500000000000002,7.265478183861734,2.234521816138268
A. Westwood,78,3,10.000000000000002,7.726608121993293,2.2733918780067084
Dani Ceballos,77,3,14.5,12.193212587139865,2.3067874128601353
S. Vegas,75,2,10.5,8.177193243582385,2.3228067564176147
M. Edwards,76,4,15.0,12.640753845021761,2.359246154978239
D. Rugani,77,2,11.499999999999998,9.10636054806044,2.393639451939558
C. Smalling,78,2,9.500000000000002,7.092177009905609,2.4078229900943926
L. Rodríguez,77,2,9.000000000000002,6.520342888847677,2.479657111152325
J. Cillessen,81,1,13.0,10.398787296753952,2.6012127032460484
Rúben Semedo,77,2,12.0,9.391281433700314,2.608718566299686
Melero,77,3,12.0,9.368166042887314,2.6318339571126863
Joselu,77,4,9.000000000000002,6.358636804578045,2.641363195421957
S. Lobotka,77,3,12.500000000000002,9.83172611826037,2.6682738817396316
K. Dolberg,78,4,20.5,17.692653797266562,2.807346202733438
Dyego Sousa,77,4,9.000000000000002,6.178025919988739,2.8219740800112625
Clinton Mata,78,2,12.500000000000002,9.636201436496487,2.863798563503515
J. Maddison,82,4,39.5,36.61182383870043,2.888176161299569
L. Provod,77,3,15.999999999999998,13.090407308852274,2.909592691147724
J. Ledesma,77,1,9.500000000000002,6.585137071311245,2.9148629286887564
S. Armstrong,77,3,10.5,7.58368950970289,2.9163104902971098
O. Zinchenko,79,3,22.000000000000004,19.060920789066486,2.9390792109335173
S. Weissman,77,4,15.0,12.019571827506896,2.980428172493104
Gorosabel,77,2,15.0,12.015152726059851,2.984847273940149
P. Groß,77,3,10.000000000000002,6.989415908085069,3.010584091914933
H. Winks,77,3,13.999999999999996,10.989120148618122,3.0108798513818744
A. Danjuma,77,4,15.999999999999998,12.905885015189543,3.0941149848104548
Adrià Pedrosa,76,3,14.5,11.397408171089388,3.1025918289106116
Cucurella,81,2,38.50000000000001,35.37124725712708,3.1287527428729263
D. Núñez,76,4,17.0,13.797227331540043,3.202772668459957
Davidson,77,3,10.000000000000002,6.767416996747955,3.2325830032520466
Illarramendi,79,3,12.500000000000002,9.209891401609747,3.2901085983902547
M. Hamšík,80,3,13.0,9.693481397895107,3.3065186021048927
A. Cresswell,79,2,12.500000000000002,9.064213514871293,3.435786485128709
L. Bailey,82,3,43.49999999999999,40.056423476691094,3.4435765233088986
R. Borré,78,4,17.999999999999996,14.442282415157782,3.557717584842214
J. Boga,77,3,16.5,12.923584990553428,3.5764150094465723
K. Toko Ekambi,78,3,13.999999999999996,10.350517665739417,3.649482334260579
A. Oxlade-Chamberlain,78,4,15.0,11.277107435309562,3.7228925646904383
W. Saliba,77,2,21.499999999999996,17.740602962389456,3.7593970376105403
D. Hancko,76,2,15.499999999999998,11.701781800667066,3.7982181993329327
J. Pastore,78,4,11.000000000000002,7.130478448718474,3.8695215512815277
William Carvalho,79,3,15.0,11.123632430531583,3.8763675694684174
Sergi Darder,79,3,17.999999999999996,14.063702863525629,3.9362971364743675
Álex Moreno,79,2,15.999999999999998,12.056858760684246,3.943141239315752
M. Guendouzi,79,3,27.999999999999996,24.040527777689412,3.959472222310584
A. Davies,83,2,68.00000000000001,64.01972604195956,3.9802739580404563
E. Álvarez,79,2,24.500000000000004,20.448080104691062,4.0519198953089415
U. Račić,78,3,22.000000000000004,17.798832185595042,4.201167814404961
V. Coufal,80,2,18.999999999999996,14.760934136491484,4.239065863508513
N. Fekir,84,4,44.99999999999999,40.639257294197606,4.360742705802387
H. Seferović,78,4,13.999999999999996,9.53870897930579,4.4612910206942065
M. Dmitrović,80,1,15.999999999999998,11.491638238894978,4.50836176110502
D. Malen,79,3,28.5,23.93148898757717,4.568511012422832
André Silva,83,4,43.99999999999999,39.35025150583155,4.649748494168442
C. Coady,79,3,17.500000000000004,12.81971449063828,4.680285509361724
A. Plea,79,4,17.999999999999996,13.218766790322967,4.78123320967703
A. Lafont,79,1,23.0,18.216165589319512,4.7838344106804875
Yeray,80,2,23.0,18.20686607817385,4.793133921826151
Lucas Paquetá,82,4,46.0,41.179685354281126,4.820314645718874
B. Pavard,79,2,21.499999999999996,16.672015979857104,4.8279840201428925
Dani Olmo,82,4,46.0,41.14776624598338,4.852233754016623
Rafinha,79,4,17.500000000000004,12.647071447018329,4.852928552981675
N. Elvedi,79,2,22.499999999999996,17.562516692933414,4.937483307066582
K. Laimer,81,2,33.5,28.523717326187818,4.976282673812182
J. Draxler,80,4,22.499999999999996,17.43776607728681,5.062233922713187
M. Özil,79,4,13.999999999999996,8.930624106463078,5.069375893536918
W. Szczęsny,86,1,36.0,30.92627924150156,5.073720758498439
G. Kondogbia,79,3,17.500000000000004,12.417570304749647,5.082429695250356
A. Zambo Anguissa,78,3,18.499999999999996,13.412478194394588,5.087521805605409
A. Sánchez,79,4,13.999999999999996,8.826703053888405,5.173296946111591
Danilo Pereira,81,3,22.000000000000004,16.81372390324226,5.186276096757744
A. Carrillo,78,3,13.5,8.283218390577977,5.216781609422023
J. Tarkowski,80,2,19.999999999999996,14.747975391151547,5.2520246088484495
F. Chiesa,84,3,66.49999999999999,61.159031530501764,5.340968469498222
Embarba,79,3,17.0,11.64403543485975,5.355964565140249
A. Rrahmani,78,2,15.999999999999998,10.64238406476981,5.3576159352301875
R. Bentancur,78,3,21.0,15.62417155977019,5.37582844022981
J. Hofmann,80,3,21.0,15.51606938993067,5.483930610069329
Unai Núñez,80,2,27.0,21.49287490244168,5.507125097558319
Pau López,80,1,21.0,15.487087805587324,5.512912194412676
M. Acuña,84,2,36.99999999999999,31.463604776316615,5.536395223683378
K. Coman,85,3,64.49999999999999,58.85794978264469,5.6420502173552975
Iñigo Martínez,81,2,21.0,15.307693293820572,5.692306706179428
Sergi Roberto,81,2,22.499999999999996,16.782842371927646,5.71715762807235
G. Montiel,78,2,21.0,15.278129556556964,5.721870443443036
A. Lopes,82,1,20.5,14.736006790174912,5.763993209825088
Borja Iglesias,80,4,21.499999999999996,15.709922234881429,5.790077765118568
B. Dia,78,4,21.499999999999996,15.706447905772162,5.7935520942278345
Anderson Talisca,82,4,33.0,27.151568543986983,5.848431456013017
J. Musso,81,1,22.000000000000004,16.00458569995951,5.995414300040494
N. Pépé,80,3,24.999999999999996,18.978653760402857,6.02134623959714
T. Savanier,80,4,20.5,14.438187793480727,6.0618122065192726
M. Politano,81,4,27.500000000000004,21.42178753139152,6.078212468608484
T. Lemar,83,4,47.49999999999999,41.41223230715257,6.087767692847422
Luis Alberto,84,4,42.50000000000001,36.40801200292691,6.0919879970730975
J. Denayer,79,2,20.5,14.338236939983899,6.161763060016101
Gao Late,79,4,17.0,10.819130318607213,6.180869681392787
O. Watkins,78,4,21.0,14.801505304015768,6.198494695984232
E. Ávila,79,4,20.5,14.075949078052211,6.424050921947789
J. Timber,78,2,29.000000000000004,22.48153734210752,6.518462657892485
C. Hudson-Odoi,78,4,31.0,24.401657064629887,6.598342935370113
Allan,82,3,25.499999999999996,18.82745840482358,6.6725415951764155
D. Henderson,80,1,25.499999999999996,18.824714271966414,6.6752857280335824
A. Milik,80,4,24.500000000000004,17.803896665477154,6.696103334522849
M. Arambarri,80,3,28.5,21.45999212348619,7.040007876513808
O. Vlachodimos,81,1,23.500000000000004,16.4215112354954,7.078488764504602
F. Tomori,81,2,36.99999999999999,29.774832297048953,7.22516770295104
G. Kobel,81,1,33.0,25.734399651846626,7.265600348153374
I. Perišić,81,3,20.5,13.210919663928948,7.289080336071052
R. Pereyra,80,3,19.999999999999996,12.706288823712352,7.293711176287644
Roger,80,4,20.5,12.89554736523392,7.60445263476608
Oscar,82,4,30.000000000000004,22.362128312205922,7.637871687794082
F. Neuhaus,81,3,36.50000000000001,28.854060779069396,7.645939220930611
Otávio,81,3,30.5,22.82868406052264,7.67131593947736
Oswaldinato,81,4,25.499999999999996,17.709552156797464,7.790447843202532
D. Calvert-Lewin,81,4,37.5,29.64881977087181,7.85118022912819
P. Kimpembe,83,2,45.5,37.587215067917555,7.912784932082445
Iñaki Williams,81,4,30.000000000000004,22.053497771245087,7.946502228754916
L. Paredes,81,3,29.500000000000004,21.524020249860527,7.9759797501394765
M. Götze,82,4,30.000000000000004,21.89323067110074,8.106769328899265
M. Maignan,84,1,49.500000000000014,41.31298048014841,8.187019519851603
Y. En-Nesyri,82,4,43.99999999999999,35.78124711200605,8.218752887993944
P. Aubameyang,84,4,34.00000000000001,25.72158915423352,8.278410845766487
S. Agüero,87,4,51.0,42.65947750138182,8.340522498618178
B. Godfrey,77,2,22.000000000000004,13.620314137039337,8.379685862960667
S. Coates,83,2,30.000000000000004,21.59258433336401,8.407415666635995
S. Fofana,80,3,27.500000000000004,18.94367783881871,8.556322161181292
F. Mendy,83,2,43.49999999999999,34.938111050365954,8.561888949634039
K. Manolas,82,2,24.999999999999996,16.384182550863308,8.615817449136689
Gayà,83,2,43.49999999999999,34.63974072750798,8.860259272492016
B. White,77,2,22.000000000000004,13.043747173553479,8.956252826446525
Brahim,78,4,31.499999999999993,22.198576849717025,9.301423150282968
M. ter Stegen,89,1,85.50000000000003,75.95567793849796,9.544322061502072
P. Dybala,87,4,86.50000000000003,76.8230564796598,9.676943520340231
Fabinho,86,3,69.49999999999997,59.770937999011416,9.729062000988556
J. Giménez,84,2,52.00000000000001,42.074309178872696,9.925690821127311
J. Gomez,82,2,43.49999999999999,33.323635744081265,10.176364255918728
M. Kovačić,83,3,41.49999999999999,31.294682904814984,10.20531709518501
L. Muriel,82,4,30.000000000000004,19.78528688203097,10.214713117969033
Á. Correa,83,4,48.00000000000001,37.11727411687075,10.882725883129254
N. Barella,85,4,81.00000000000003,69.8362183675686,11.163781632431423
G. Wijnaldum,84,3,40.49999999999999,29.178993230565368,11.321006769434625
R. Araujo,79,2,36.99999999999999,23.412300574733763,13.58769942526623
A. Laporte,86,2,72.49999999999999,58.17004945334821,14.329950546651773
İ. Gündoğan,85,3,51.5,36.3601655468527,15.139834453147301
C. Immobile,86,4,57.5,41.85983402017803,15.640165979821973
M. Depay,86,4,79.5,63.31198407654138,16.18801592345862
R. Varane,86,2,68.5,51.95640739661245,16.54359260338755
Marcos Llorente,86,4,88.00000000000003,70.4812359492865,17.51876405071353
R. Mahrez,86,4,65.50000000000003,45.23388075899499,20.266119241005036
Thiago,86,3,64.99999999999999,44.23755447662087,20.762445523379114
K. Havertz,84,4,94.50000000000001,72.25712091202533,22.242879087974686
